Collection_Date_(M/D/Y),Site_Name,Latitude,Longitude,Trap_Type,ID_#,Female,Species_#,"If_4,_species?",Non-Culex_ID,Species_(Culex-centric),Reproductive_Status,Mean_Primary_EFL_(unadjusted),Mean_Primary_EFL,Diapause_Status_(D/ND/T),ID_Confidence,GDD_43210_TOSPC,#_of_Samples_in_Cell:,Field_or_Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E6,Y,1,,,Cx. pipiens,Y,10.4,52,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E7,Y,1,,,Culex,Y,10.2,51,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E8,Y,4,erraticus,,Culex,?,6.2,31,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E9,Y,1,,,Cx. pipiens,Y,11,55,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E10,Y,1,,,Cx. restuans or Cx. erraticus,Y,8.4,42,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E11,Y,4,erraticus,,Cx. erraticus,Y,8.4,42,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E12,Y,1,,,Cx. pipiens,Y,10.4,52,D,,3735,1.00,Culvert
10/7/2021,E - Woodward Nature Preserve,40.073394,-82.98371,Culvert,E13,Y,4,erraticus,,Cx. erraticus,Y,6.6,33,D,,3735,1.00,Culvert
10/7/2021,F - Cherrybottom,40.067177,-82.899804,Gravid,F1,Y,1,,,Cx. pipiens,Y,10.6,53,D,,3735,1.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,Gravid,F2,Y,1,,,Cx. pipiens,Gravid,,,ND,,3735,1.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,Gravid,F3,Y,1,,,Cx. pipiens,Y,9.8,49,D,,3735,1.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,Gravid,F4,Y,1,,,Cx. pipiens,Gravid,,,ND,,3735,1.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,Gravid,4 of them,Y,0,,Aedes japonicus,Aedes japonicus,,,,,,3735,4.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,Gravid,1 of them,Y,0,,Aedes japonicus,Aedes japonicus,,,,,,3735,1.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,BG Sentinel,11 of them,Y,0,,Psorophora ferox,Psorophora ferox,,,,,,3735,11.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,BG Sentinel,15 of them,Y,0,,Aedes albopictus,Aedes albopictus,,,,,,3735,15.00,Field
10/7/2021,F - Cherrybottom,40.067177,-82.899804,BG Sentinel,72 of them,Y,0,,Aedes vexans,Aedes vexans,,,,,,3735,72.00,Field
10/7/2021,G - Mock Park,40.013126,-82.940743,Gravid,2 of them,Y,0,,Aedes japonicus,Aedes japonicus,,,,,,3735,2.00,Field
10/7/2021,G - Mock Park,40.013126,-82.940743,BG Sentinel,2 of them,Y,0,,Aedes vexans,Aedes vexans,,,,,,3735,2.00,Field
10/7/2021,G - Mock Park,40.013126,-82.940743,BG Sentinel,1 of them,Y,0,,Aedes japonicus???,Aedes japonicus???,,,,,,3735,1.00,Field
10/7/2021,I - Glen Echo Park,40.019314,-82.999391,Gravid,I1,Y,2,,,Cx. restuans,Y,9.4,47,D,,3735,1.00,Field
10/7/2021,I - Glen Echo Park,40.019314,-82.999391,Gravid,I2,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Field
10/7/2021,I - Glen Echo Park,40.019314,-82.999391,BG Sentinel,1 of them,Y,0,,Ur. sapphrinia,Ur. sapphrinia,,,,,,3735,1.00,Field
10/7/2021,I - Glen Echo Park,40.019314,-82.999391,BG Sentinel,1 of them,Y,0,,Aedes albopictus,Aedes albopictus,,,,,,3735,1.00,Field
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M1,Y,4,erraticus,,Cx. erraticus,Y,12,60,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M2,Y,1,,,Cx. pipiens,,,,,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M3,Y,1,,,Cx. pipiens,Y,10.4,52,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M4,Y,4,erraticus,,Cx. erraticus,Y,8.8,44,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M5,Y,"1,2,3,4",,,Culex,,,,,,3757,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K203,Y,"1,2,3,4",,,Culex,BF,,,ND,,,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K1,Y,1,,,Cx. pipiens,Gravid,,,ND,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K2,Y,1,,,Cx. pipiens,Y,13.6,68,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K3,Y,1?,,,Culex,,,,,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K4,Y,1,,,Cx. pipiens,Y,10.8,54,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K5,Y,4,erraticus,,Cx. erraticus,Y,6,30,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K6,Y,1,,,Cx. pipiens,Y,8.8,44,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K7,Y,1,,,Cx. pipiens,N?,7,35,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K8,Y,4,erraticus,,Cx. erraticus,Y,6,30,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K9,Y,1,,,Cx. pipiens,Y,6.8,34,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K10,Y,4,erraticus,,Cx. erraticus,Y,8.2,41,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K11,Y,1,,,Cx. pipiens,Y?,8.4,42,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K12,Y,1,,,Cx. pipiens,Y?,11.6,58,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K13,Y,"1,2,3,4",,,Culex,,,,,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K14,Y,1,,,Cx. pipiens,Y,11.2,56,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K15,Y,1,,,Cx. pipiens,N?,9.2,46,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K16,Y,1,,,Cx. pipiens,Y,10,50,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K17,Y,"1,2,3,4",,,Culex,,,,,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K18,Y,1,,,Cx. pipiens,`Y?,13.2,66,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K19,Y,1,,,Cx. pipiens,Y,12.4,62,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K20,Y,1,,,Cx. pipiens,Y,6.8,34,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K21,Y,1,,,Cx. pipiens,Y,10.8,54,D,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K22,Y,4,erraticus,,Cx. erraticus,,,,,,3671,1.00,Culvert
10/4/2021,K - Storage Site,40.00041,-83.030581,Culvert,K23,Y,1,,,Cx. pipiens,Y?,12.4,62,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L1,Y,1,,,Cx. pipiens,Y,10.2,51,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L2,Y,1,,,Cx. pipiens,Y,11.2,56,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L3,Y,1,,,Cx. pipiens,Y,12,60,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L4,Y,1,,,Cx. pipiens,Y?,10,50,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L5,Y,1,,,Cx. pipiens,Y,12.8,64,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L6,Y,1,,,Cx. pipiens,Y,8,40,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L7,Y,"1,2,3,4",,,Culex,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L8,Y,4,erraticus,,Cx. erraticus,Y,7.4,37,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L9,Y,1,,,Cx. pipiens,Y,13.8,69,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L10,Y,4,erraticus,,Cx. erraticus,Y,9.2,46,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L11,Y,1,,,Cx. pipiens,Y,9,45,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L12,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L13,Y,1,,,Cx. pipiens,Y?,8.8,44,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L14,Y,4,erraticus,,Cx. erraticus,Y,8.2,41,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L15,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L16,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L17,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L18,Y,4,erraticus,,Cx. erraticus,Y,9,45,D,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L19,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L20,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/4/2021,L - OSU Sewer,40.004413,-83.0218,Culvert,L21,Y,1,,,Cx. pipiens,,,,,,3671,1.00,Culvert
10/8/2021,N - Alum Creek,40.014513,-82.937959,Culvert,N1,Y,1,,,Cx. pipiens,Y,10,50,D,,3757,1.00,Culvert
10/8/2021,N - Alum Creek,40.014513,-82.937959,Culvert,N2,Y,1,,,Cx. pipiens,Y,10.2,51,D,,3757,1.00,Culvert
10/8/2021,N - Alum Creek,40.014513,-82.937959,Culvert,N3,Y,1,,,Cx. pipiens,Y,10.6,53,D,,3757,1.00,Culvert
10/8/2021,N - Alum Creek,40.014513,-82.937959,Culvert,N4,Y,1,,,Cx. pipiens,Y,10.2,51,D,,3757,1.00,Culvert
10/8/2021,N - Alum Creek,40.014513,-82.937959,Culvert,11 of them,Y,0,,An. punctipennis,An. punctipennis,,,,,,3757,11.00,Culvert
10/8/2021,N - Alum Creek,40.014513,-82.937959,Culvert,2 of them,Y,0,,An. perplexens,An. perplexens,,,,,,3757,2.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J1,Y,1,,,Cx. pipiens,Y,6.2,31,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J2,Y,1,,,Cx. pipiens,Y,10.8,54,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J3,Y,1,,,Cx. pipiens,Y,8,40,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J4,Y,1,,,Cx. pipiens,Y,8.8,44,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J5,Y,1,,,Cx. pipiens,Y,12.2,61,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J6,Y,1,,,Cx. pipiens,Y,7.6,38,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J7,Y,1,,,Cx. pipiens,Y,10,50,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J8,Y,1,,,Cx. pipiens,Y,10.4,52,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J9,Y,1,,,Cx. pipiens,Y,14.2,71,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J10,Y,1,,,Cx. pipiens,Y,11,55,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J11,Y,1,,,Cx. pipiens,Gravid,,,ND,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J12,Y,1,,,Cx. pipiens,Y,10.2,51,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J13,Y,1,,,Cx. pipiens,Y,9.4,47,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J14,Y,1,,,Cx. pipiens,Y,10.2,51,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J15,Y,4,erraticus,,Cx. erraticus,Y,6.4,32,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J16,Y,4,erraticus,,Cx. erraticus,Y,8.4,42,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J17,Y,4,erraticus,,Cx. erraticus,Y,7.2,36,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J18,Y,4,erraticus,,Cx. erraticus,,,,,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J19,Y,4,erraticus,,Cx. erraticus,,,,,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J20,Y,4,erraticus,,Cx. erraticus,Y,12.6,63,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J21,Y,4,erraticus,,Cx. erraticus,Y,6.8,34,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,J22,Y,4,erraticus,,Cx. erraticus,?,6.4,32,D,,3757,1.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,8 of them,Y,0,,An. punctipennis,An. punctipennis,,,,,,3757,8.00,Culvert
10/8/2021,J - Walcutt Run,40.007238,-83.139694,Culvert,18 of them,Y,0,,An. quadrimaculatus,An. quadrimaculatus,,,,,,3757,18.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M1,Y,4,erraticus,,Cx. erraticus,Y,9.4,47,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M2,Y,1,,,Cx. pipiens,Y,11,55,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M3,Y,1,,,Cx. pipiens,Y,9.8,49,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M4,Y,1,,,Cx. pipiens,,,,,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M5,Y,1,,,Cx. pipiens,Y,10.6,53,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M6,Y,1,,,Cx. pipiens,,,,,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M7,Y,1,,,Cx. pipiens,Y,8.8,44,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M8,Y,1,,,Cx. pipiens,Y,9,45,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M9,Y,1,,,Cx. pipiens,Y,14.8,74,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M10,Y,1,,,Cx. pipiens,Y,10,50,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M11,Y,1,,,Cx. pipiens,Y,7.6,38,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M12,Y,1,,,Cx. pipiens,Y?,11.8,59,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M13,Y,1,,,Cx. pipiens,n/a,,,,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M14,Y,1,,,Cx. pipiens,Y,8.2,41,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M15,Y,1,,,Cx. pipiens,Y,10.4,52,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,M16,Y,1,,,Cx. pipiens,Y,14.4,72,D,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,1 of them,Y,0,,An. punctipennis,An. punctipennis,,,,,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,1 of them,Y,0,,An. quadrimaculatus,An. quadrimaculatus,,,,,,3757,1.00,Culvert
10/8/2021,M - Wolfe Park,39.9682,-82.94965,Culvert,1 of them,Y,0,,An. perplexens,An. perplexens,,,,,,3757,1.00,Culvert
10/7/2021,H - Maloney Park,40.003558,-82.96784,BG Sentinel,6 of them,N,0,,Ae. albopictus,Ae. albopictus,,,,,,3735,6.00,Field
10/7/2021,H - Maloney Park,40.003558,-82.96784,BG Sentinel,37 of them,Y,0,,Ae. albopictus,Ae. albopictus,,,,,,3735,37.00,Field
10/7/2021,H - Maloney Park,40.003558,-82.96784,BG Sentinel,52 of them,Y,0,,Ae. vexans,Ae. vexans,,,,,,3735,52.00,Field
10/7/2021,H - Maloney Park,40.003558,-82.96784,BG Sentinel,21 of them,Y,0,,Ae. japonicus,Ae. japonicus,,,,,,3735,21.00,Field
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,1 of them,Y,0,,An. punctipenis,An. punctipenis,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,1 of them,Y,1,,,Cx. pipiens,BF,,,ND,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,1 of them,Y,0,,Ur. sapphirina,Ur. sapphirina,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,1 of them,Y,0,,An. quadrimaculatus,An. quadrimaculatus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,1 of them,N,0,,An. punctipennis,An. punctipennis,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,22 of them,Y,0,,An. punctipennis,An. punctipennis,,,,,,3735,22.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I1,Y,4,Cx. erraticus?,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I2,Y,"1,2,3,4",,,Culex,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I3,Y,"1,2,3,4",,,Culex,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I4,Y,4,erraticus,,Cx. erraticus,Y,10.8,54,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I5,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I6,Y,1,,,Cx. pipiens,Y,9,45,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I7,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I8,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I9,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I10,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I11,Y,1,,,Cx. pipiens,Y,9.4,47,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I12,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I13,Y,1,,,Cx. pipiens,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I14,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I15,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I16,Y,4,erraticus,,Cx. erraticus,Y,12.4,62,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I17,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I18,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I19,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I20,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I21,Y,4,erraticus,,Cx. erraticus,N,12,60,ND,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I22,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I23,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I24,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I25,Y,4,erraticus,,Cx. erraticus,N/A,9.6,48,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I26,Y,4,erraticus,,Cx. erraticus,Y?,8.2,41,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I27,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I28,Y,4,erraticus,,Cx. erraticus,Y?,10,50,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I29,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I30,Y,4,erraticus,,Cx. erraticus,Y,8,40,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I31,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I32,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I33,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I34,Y,4,erraticus,,Cx. erraticus,N/A,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I35,Y,4,erraticus,,Cx. erraticus,Y,11.8,59,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I36,Y,4,erraticus,,Cx. erraticus,NA,8.4,42,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I37,Y,4,erraticus,,Cx. erraticus,Y,10.6,53,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I38,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I39,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I40,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I41,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I42,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I43,Y,4,erraticus,,Cx. erraticus,Y,7.2,36,D,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I44,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I45,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I46,Y,4,erraticus,,Cx. erraticus,Gravid,,,ND,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I47,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
10/7/2021,I - Glen Echo Park,40.019386,-82.997082,Culvert,7.I48,Y,4,erraticus,,Cx. erraticus,,,,,,3735,1.00,Culvert
